order_id,customer_id,order_date,country,order_total
O302836,C100972,2024-08-16,Germany,143.01
O302837,C101121,2024-01-28,India,645.04
O302838,C100705,2025-08-24,South Korea,465.11999999999995
O302839,C100570,2024-08-02,India,103.78
O302840,C100198,2025-07-31,Australia,296.48
O302841,C100765,2025-04-24,Canada,923.71
O302842,C100679,2024-01-05,Germany,395.01
O302843,C100617,2024-09-18,Germany,593.3499999999999
O302844,C100811,2025-02-19,Sweden,569.74
O302845,C101021,2025-04-20,Canada,267.32
O302846,C100178,2025-01-31,Brazil,25.86
O302847,C100517,2024-11-05,Brazil,210.26999999999998
O302848,C100866,2024-10-24,United Kingdom,1225.86
O302849,C100983,2024-09-14,India,6.94
O302850,C100934,2024-05-05,United States,350.21
O302851,C100959,2025-04-06,Japan,916.39
O302852,C101026,2024-01-12,India,86.9
O302853,C101154,2024-01-11,India,84.12
O302854,C100729,2024-12-10,United States,466.01
O302855,C100298,2024-11-08,United States,71.38
O302856,C100676,2024-09-17,India,959.0
O302857,C100851,2025-05-03,France,498.64
O302858,C100120,2025-05-19,Canada,128.96
O302859,C100908,2025-03-06,India,151.89
O302860,C100653,2025-05-30,France,762.15
O302861,C101123,2025-03-28,Germany,576.03
O302862,C100254,2024-03-04,India,686.12
O302863,C101088,2024-08-07,Germany,581.11
O302864,C100537,2024-09-14,United Kingdom,992.16
O302865,C100688,2024-07-22,United Kingdom,344.33000000000004
O302866,C100792,2025-01-13,United States,220.58999999999997
O302867,C100694,2025-05-14,India,1237.04
O302868,C101084,2025-03-08,United States,640.54
O302869,C100200,2024-09-06,Australia,8.54
O302870,C100875,2024-05-30,Canada,621.87
O302871,C101169,2024-05-23,Mexico,1722.8999999999999
O302872,C100264,2024-12-10,United States,1112.85
O302873,C100306,2025-05-07,Canada,979.3
O302874,C100570,2024-01-23,India,77.87
O302875,C100869,2024-03-10,United States,292.02
O302876,C101150,2025-08-21,France,468.99
O302877,C100954,2024-09-10,India,255.7
O302878,C100952,2025-02-25,India,1043.8600000000001
O302879,C100529,2024-05-30,Sweden,681.4
O302880,C100774,2024-09-07,Sweden,127.35000000000001
O302881,C100253,2024-12-20,South Korea,1354.8
O302882,C100555,2025-05-24,United States,155.29
O302883,C100226,2025-05-24,Germany,371.22
O302884,C100032,2024-07-02,United States,404.48
O302885,C101027,2024-11-13,United States,895.1999999999999
O302886,C100965,2024-05-24,United Kingdom,576.55
O302887,C100612,2025-06-02,Germany,287.61
O302888,C100017,2024-09-27,India,445.2
O302889,C100108,2024-04-24,United Kingdom,1001.9
O302890,C100134,2024-03-22,United States,328.32
O302891,C100860,2024-10-12,Brazil,416.0400000000001
O302892,C100244,2025-01-23,United States,940.16
O302893,C100300,2025-02-12,United Kingdom,1343.69
O302894,C101033,2025-03-05,Spain,195.41
O302895,C101051,2025-08-04,India,351.69
O302896,C100915,2024-07-20,India,1036.68
O302897,C100371,2025-06-27,United States,840.74
O302898,C100695,2024-04-22,India,598.88
O302899,C100240,2024-07-04,United States,96.7
O302900,C101029,2025-05-12,India,23.71
O302901,C100101,2024-02-07,India,571.1
O302902,C100893,2025-06-06,Brazil,1008.05
O302903,C100613,2024-09-15,India,158.59
O302904,C100908,2025-05-11,India,596.6099999999999
O302905,C100540,2024-05-29,India,421.47
O302906,C100189,2025-07-16,France,167.7
O302907,C100901,2024-12-06,Netherlands,205.38
O302908,C100757,2024-05-10,United Kingdom,267.12
O302909,C100557,2025-03-07,United States,343.5
O302910,C100447,2024-09-21,Brazil,745.73
O302911,C100412,2024-10-24,United Kingdom,2255.2599999999998
O302912,C100577,2024-06-01,India,600.12
O302913,C100313,2025-03-09,Sweden,44.81
O302914,C100338,2024-03-23,Japan,147.68
O302915,C100333,2024-11-05,Brazil,177.58
O302916,C100015,2025-04-10,Australia,1057.05
O302917,C101113,2024-11-16,Japan,937.0500000000001
O302918,C100283,2024-11-10,United Kingdom,175.86
O302919,C100198,2024-10-10,Australia,1169.12
O302920,C100181,2024-08-13,South Korea,629.89
O302921,C101185,2024-02-05,Mexico,1073.4299999999998
O302922,C100572,2025-05-30,India,840.3
O302923,C100392,2024-10-15,Brazil,412.69
O302924,C100484,2024-04-24,Sweden,148.66
O302925,C100106,2025-02-10,Brazil,85.28999999999999
O302926,C100376,2025-07-20,United Kingdom,1490.42
O302927,C100298,2024-10-18,United States,457.77
O302928,C100963,2025-08-17,South Korea,259.08
O302929,C100070,2024-01-27,United States,1576.6
O302930,C100510,2024-08-26,United States,2901.41
O302931,C100948,2024-01-19,India,1439.95
O302932,C101000,2024-12-09,South Korea,101.7
O302933,C100615,2024-08-16,Canada,561.99
O302934,C100267,2024-10-26,Brazil,100.50999999999999
O302935,C100404,2024-05-20,France,35.77
O302936,C100266,2024-10-14,Japan,972.81
O302937,C100794,2024-07-10,Mexico,968.6999999999999
O302938,C100351,2025-02-05,India,258.82
O302939,C100756,2024-11-20,Canada,346.44
O302940,C100786,2024-11-15,Australia,155.2
O302941,C101127,2024-08-09,Japan,920.0699999999999
O302942,C100444,2024-09-21,United States,510.31000000000006
O302943,C101153,2025-01-24,Mexico,699.08
O302944,C100480,2024-05-24,India,256.02
O302945,C100816,2024-02-03,Canada,793.11
O302946,C100793,2024-05-28,United States,308.3
O302947,C100981,2025-03-26,India,973.6299999999999
O302948,C100562,2024-12-13,Mexico,122.68
O302949,C100950,2024-10-05,United States,187.52
O302950,C100426,2025-02-21,Netherlands,266.92999999999995
O302951,C100589,2025-07-04,Italy,89.73
O302952,C100599,2025-05-12,Australia,240.12
O302953,C100845,2025-06-06,Germany,3112.1500000000005
O302954,C100742,2025-01-01,United Kingdom,770.97
O302955,C100093,2024-11-16,India,687.56
O302956,C100970,2025-02-20,India,164.23000000000002
O302957,C100909,2025-02-14,Australia,98.68
O302958,C100125,2025-01-31,United States,877.5999999999999
O302959,C101154,2024-09-13,India,1540.77
O302960,C100792,2024-08-29,United States,1109.1
O302961,C100101,2024-12-21,India,72.42
O302962,C100589,2025-08-14,Italy,329.94
O302963,C101003,2024-12-19,Mexico,1524.76
O302964,C100335,2025-04-21,India,110.93
O302965,C101119,2024-10-18,Mexico,1063.95
O302966,C100502,2024-06-14,Brazil,787.02
O302967,C100271,2024-04-09,United States,429.67
O302968,C100427,2024-03-20,India,615.76
O302969,C100629,2025-01-04,United States,1746.06
O302970,C100825,2025-08-15,India,515.69
O302971,C101113,2025-07-29,Japan,126.11
O302972,C100233,2024-01-11,Spain,130.44
O302973,C101152,2024-01-31,Japan,809.28
O302974,C100633,2024-09-15,Spain,862.4599999999999
O302975,C100153,2024-09-27,United Kingdom,402.15000000000003
O302976,C101111,2024-10-22,India,458.30999999999995
O302977,C100418,2024-09-13,United States,587.46
O302978,C100744,2024-09-20,Sweden,297.17
O302979,C100837,2025-05-16,Canada,148.38
O302980,C100016,2025-01-16,Australia,1311.62
O302981,C100265,2025-04-06,Japan,461.98999999999995
O302982,C100823,2024-06-30,India,1208.32
O302983,C100389,2024-05-23,Brazil,313.08
O302984,C100011,2025-07-09,Italy,253.60000000000002
O302985,C100027,2024-11-27,United States,770.88
O302986,C100991,2024-08-20,United States,274.53999999999996
O302987,C100184,2025-02-26,Sweden,212.96999999999997
O302988,C100120,2024-01-26,Canada,232.99
O302989,C100674,2024-05-19,United States,92.56
O302990,C100142,2024-01-29,Japan,1084.53
O302991,C100783,2025-02-23,Sweden,11.62
O302992,C100652,2025-06-29,United States,15.24
O302993,C100778,2024-03-05,France,627.29
O302994,C100589,2024-08-14,Italy,399.58
O302995,C100934,2024-09-06,United States,944.76
O302996,C100773,2024-04-16,Brazil,565.0
O302997,C100498,2025-07-25,Japan,1124.79
O302998,C100018,2025-08-15,United States,105.33
O302999,C100328,2025-03-30,Germany,1319.06
O303000,C100157,2024-06-01,South Korea,387.63
O303001,C100018,2025-07-29,United States,84.82
O303002,C100327,2024-05-01,Mexico,638.28
O303003,C100247,2024-08-12,Spain,336.78999999999996
O303004,C100092,2024-12-15,India,253.58
O303005,C100374,2025-07-01,India,462.55
O303006,C100607,2024-02-10,Canada,766.42
O303007,C100213,2025-06-26,Germany,817.9200000000001
O303008,C100327,2025-07-04,Mexico,820.79
O303009,C100024,2024-08-30,Sweden,245.93
O303010,C100060,2025-04-29,India,76.92
O303011,C100188,2025-06-20,Brazil,102.19
O303012,C100543,2025-01-24,Mexico,47.58
O303013,C100799,2024-06-21,India,1943.52
O303014,C100946,2025-08-28,India,252.42000000000002
O303015,C100755,2025-02-27,United States,467.81
O303016,C100740,2024-10-01,United States,146.29000000000002
O303017,C101122,2025-05-09,Australia,539.0699999999999
O303018,C100306,2025-07-02,Canada,1146.69
O303019,C100957,2025-05-04,Canada,758.73
O303020,C101124,2025-02-06,Canada,242.57999999999998
O303021,C100681,2025-03-06,India,968.21
O303022,C101008,2024-02-01,United Kingdom,1185.1000000000001
O303023,C100165,2025-05-31,United States,454.71000000000004
O303024,C101054,2025-04-17,Netherlands,44.99
O303025,C100676,2025-07-09,India,323.49
O303026,C100265,2024-01-24,Japan,480.72999999999996
O303027,C100073,2024-11-27,Spain,453.66999999999996
O303028,C100863,2024-09-05,India,1091.82
O303029,C100517,2025-03-01,Brazil,234.3
O303030,C100372,2024-02-07,United States,712.87
O303031,C100468,2024-10-03,United States,437.81
O303032,C101189,2025-08-02,United States,114.85
O303033,C100513,2024-04-12,South Korea,1091.01
O303034,C100094,2024-01-12,South Korea,231.51
O303035,C100335,2024-07-17,India,56.94
O303036,C100174,2024-09-27,United States,523.47
O303037,C100822,2025-02-25,United Kingdom,524.12
O303038,C100960,2024-11-08,Sweden,47.38
O303039,C101009,2024-07-30,United Kingdom,635.81
O303040,C100759,2024-07-31,United States,726.1600000000001
O303041,C100922,2024-09-02,Japan,156.91
O303042,C100500,2025-08-05,United States,247.64999999999998
O303043,C100753,2025-05-10,India,211.23999999999998
O303044,C100128,2024-04-07,United Kingdom,72.36
O303045,C100646,2025-05-13,France,366.88
O303046,C100668,2025-05-28,Canada,1903.35
O303047,C100037,2024-04-01,Australia,196.2
O303048,C100657,2024-12-04,Mexico,559.11
O303049,C100867,2024-05-17,India,2246.17
O303050,C100441,2025-07-19,Italy,88.78999999999999
O303051,C100653,2024-05-10,France,1198.43
O303052,C100343,2024-08-27,India,44.519999999999996
O303053,C100324,2024-03-28,United States,520.41
O303054,C100155,2025-05-28,India,28.410000000000004
O303055,C100393,2024-05-18,India,132.6
O303056,C100963,2025-05-07,South Korea,682.7
O303057,C101122,2024-06-16,Australia,266.90999999999997
O303058,C100762,2024-09-19,France,338.26
O303059,C100749,2025-07-24,United States,376.81
O303060,C100736,2024-07-16,United States,250.12
O303061,C100571,2024-08-26,Australia,1493.01
O303062,C100507,2024-09-01,India,456.78
O303063,C100745,2024-09-08,France,31.57
O303064,C100941,2025-04-16,India,915.1700000000001
O303065,C100496,2025-03-25,India,17.76
O303066,C100679,2024-02-22,Germany,720.51
O303067,C100564,2024-09-04,United States,322.7
O303068,C100342,2024-11-06,United States,97.15
O303069,C100348,2024-03-27,Japan,67.12
O303070,C100094,2025-01-10,South Korea,667.17
O303071,C100527,2025-08-08,Spain,571.24
O303072,C100854,2024-12-15,India,54.7
O303073,C100822,2025-08-24,United Kingdom,616.58
O303074,C101182,2024-09-17,India,90.7
O303075,C100047,2025-06-04,Canada,849.1299999999999
O303076,C100912,2024-05-24,France,1288.8500000000001
O303077,C100954,2024-06-02,India,507.0
O303078,C100523,2025-06-30,United States,954.1099999999999
O303079,C100339,2024-07-20,United States,502.97
O303080,C100428,2025-06-20,Australia,88.63
O303081,C100819,2024-10-29,Sweden,918.55
O303082,C101034,2024-08-15,Sweden,882.59
O303083,C100771,2025-08-17,Netherlands,479.7
O303084,C100617,2025-04-12,Germany,619.43
O303085,C100783,2024-04-26,Sweden,278.61
O303086,C100084,2025-06-19,France,278.81
O303087,C100729,2024-01-28,United States,490.53
O303088,C100050,2024-08-18,India,878.5200000000001
O303089,C101150,2024-10-15,France,532.0699999999999
O303090,C101067,2025-08-07,India,309.97
O303091,C100610,2025-03-01,Brazil,598.21
O303092,C100448,2024-09-25,Japan,708.9100000000001
O303093,C100878,2025-08-23,Canada,385.97
O303094,C100765,2024-10-29,Canada,416.26
O303095,C100846,2025-03-19,South Korea,292.54
O303096,C100618,2024-02-08,Spain,251.42000000000002
O303097,C100283,2025-01-13,United Kingdom,789.14
O303098,C100087,2024-04-10,Netherlands,507.36000000000007
O303099,C100339,2024-05-26,United States,68.47
O303100,C100634,2025-01-24,India,380.54
O303101,C100508,2025-02-13,Sweden,267.71
O303102,C100607,2025-08-13,Canada,258.48
O303103,C100333,2025-07-02,Brazil,176.07
O303104,C101125,2024-07-07,United States,308.61
O303105,C100440,2024-12-04,United States,703.72
O303106,C101015,2025-01-22,India,917.53
O303107,C100469,2024-07-16,India,68.02000000000001
O303108,C100532,2024-07-19,United States,412.16
O303109,C100724,2024-09-27,India,299.12
O303110,C100315,2025-06-10,Netherlands,189.59
O303111,C100263,2024-06-12,Germany,587.95
O303112,C100455,2025-03-14,Spain,347.99
O303113,C100965,2024-10-04,United Kingdom,135.17
O303114,C100173,2024-07-26,Mexico,489.65
O303115,C100525,2025-03-03,Germany,724.05
O303116,C100806,2025-08-02,Netherlands,465.25
O303117,C100847,2025-01-17,Canada,375.46000000000004
O303118,C100521,2024-03-15,United States,919.07
O303119,C100097,2024-04-19,Germany,62.06
O303120,C100019,2025-02-15,United States,142.38
O303121,C100563,2025-04-29,United States,125.71000000000001
O303122,C100972,2024-09-30,Germany,465.8
O303123,C100033,2025-07-31,India,222.70000000000005
O303124,C101064,2025-01-03,South Korea,737.79
O303125,C100811,2024-02-29,Sweden,284.11
O303126,C100009,2024-10-06,United Kingdom,51.480000000000004
O303127,C100412,2025-05-21,United Kingdom,108.98
O303128,C100264,2025-08-04,United States,382.0
O303129,C101139,2025-03-01,Brazil,1094.6399999999999
O303130,C100665,2025-02-26,Brazil,523.76
O303131,C100388,2025-06-15,India,1205.75
O303132,C100333,2025-03-22,Brazil,1117.69
O303133,C100676,2025-06-20,India,697.31
O303134,C100006,2025-03-06,Japan,875.37
O303135,C100308,2024-05-17,India,2889.98
O303136,C100198,2024-10-31,Australia,381.18
O303137,C100744,2024-10-13,Sweden,2668.3599999999997
O303138,C100803,2024-03-11,India,2140.9900000000002
O303139,C100560,2025-05-30,United States,125.03999999999999
O303140,C100168,2024-06-19,United States,231.85
O303141,C100444,2024-03-27,United States,375.39
O303142,C101011,2024-01-07,Brazil,219.01999999999998
O303143,C100244,2024-12-07,United States,40.78
O303144,C100196,2024-10-02,United States,116.11
O303145,C100133,2025-02-16,India,122.5
O303146,C100980,2024-10-05,Japan,164.47
O303147,C100143,2024-10-29,United States,420.07
O303148,C100697,2025-02-26,United States,2820.0499999999997
O303149,C101198,2024-06-29,Germany,620.19
O303150,C100770,2024-01-02,United States,94.16
O303151,C100494,2024-01-11,Germany,176.34
O303152,C100248,2024-09-13,United States,492.08
O303153,C100002,2024-06-19,Japan,1028.79
O303154,C100186,2024-09-25,Mexico,818.3
O303155,C101143,2025-08-23,Netherlands,487.12
O303156,C100172,2024-02-16,Germany,361.83000000000004
O303157,C100023,2025-01-07,United Kingdom,421.6
O303158,C100979,2024-10-25,Japan,203.42
O303159,C100502,2024-11-12,Brazil,104.59
O303160,C100428,2024-11-22,Australia,27.72
O303161,C100860,2024-06-06,Brazil,367.98
O303162,C100627,2024-01-18,United Kingdom,370.44000000000005
O303163,C101097,2025-03-15,Brazil,116.6
O303164,C100561,2025-07-17,Italy,617.17
O303165,C100855,2025-05-29,United States,835.33
O303166,C101054,2025-04-15,Netherlands,1503.54
O303167,C100556,2024-07-13,United States,152.82
O303168,C100341,2025-05-23,Mexico,1759.3700000000001
O303169,C101169,2024-05-26,Mexico,277.20000000000005
O303170,C100272,2024-06-10,Sweden,348.77
O303171,C100047,2025-05-27,Canada,532.1600000000001
O303172,C100693,2025-01-27,India,143.76
O303173,C101184,2025-03-14,India,109.42
O303174,C100103,2024-10-22,Japan,186.6
O303175,C101019,2025-01-04,United States,833.0600000000001
O303176,C100996,2024-04-22,India,423.80999999999995
O303177,C101114,2025-07-11,India,92.08
O303178,C100505,2025-05-16,Brazil,467.90999999999997
O303179,C100305,2024-11-08,Italy,179.51
O303180,C100614,2024-09-20,India,754.77
O303181,C100170,2024-09-28,India,508.08
O303182,C101011,2024-07-05,Brazil,199.43
O303183,C100795,2024-02-16,United States,367.58
O303184,C100579,2024-07-23,India,1132.32
O303185,C100619,2024-05-05,United States,1472.5700000000002
O303186,C100854,2024-10-22,India,549.67
O303187,C100627,2024-12-27,United Kingdom,599.62
O303188,C101007,2024-11-08,India,172.26
O303189,C101109,2025-06-13,India,77.29
O303190,C101139,2025-05-24,Brazil,85.12
O303191,C100744,2024-04-16,Sweden,301.32
O303192,C100891,2025-08-07,Mexico,564.51
O303193,C100373,2024-11-13,South Korea,382.64000000000004
O303194,C100045,2024-12-06,Japan,965.9000000000001
O303195,C100480,2024-08-30,India,705.27
O303196,C101046,2025-06-12,India,716.38
O303197,C100160,2024-02-23,Australia,175.5
O303198,C100654,2024-12-28,United States,30.53
O303199,C100230,2024-01-15,France,378.07
O303200,C100515,2024-06-26,United States,106.92000000000002
O303201,C100172,2025-01-19,Germany,43.05
O303202,C100881,2025-07-23,United States,363.11
O303203,C100972,2024-01-26,Germany,172.02
O303204,C100910,2025-03-07,United States,1410.93
O303205,C100845,2025-01-26,Germany,1448.88
O303206,C100282,2025-03-29,South Korea,184.02
O303207,C100636,2025-03-05,India,380.1
O303208,C100125,2024-08-09,United States,712.01
O303209,C100449,2024-04-17,India,703.42
O303210,C100606,2024-04-21,France,574.5
O303211,C100802,2024-05-01,Sweden,723.63
O303212,C100116,2025-01-30,Germany,517.08
O303213,C100975,2025-07-19,India,915.48
O303214,C100550,2025-01-10,United States,66.53999999999999
O303215,C101057,2024-03-25,Mexico,1788.68
O303216,C100632,2024-07-12,India,1046.72
O303217,C100656,2025-08-01,Australia,528.0699999999999
O303218,C100831,2024-07-29,France,517.67
O303219,C100983,2024-09-12,India,768.02
O303220,C100189,2025-01-21,France,535.71
O303221,C100613,2024-01-07,India,892.89
O303222,C100035,2024-05-10,United States,207.05999999999997
O303223,C100569,2024-08-24,United States,374.83000000000004
O303224,C100976,2024-02-03,Brazil,93.99
O303225,C101038,2024-05-23,India,149.5
O303226,C100340,2024-10-02,India,16.56
O303227,C100463,2024-05-30,France,326.23
O303228,C100661,2025-03-17,India,1116.3400000000001
O303229,C100475,2024-05-28,India,252.62
O303230,C100213,2025-01-19,Germany,888.0600000000001
O303231,C100365,2024-03-23,United Kingdom,2136.0299999999997
O303232,C100484,2024-10-27,Sweden,45.09
O303233,C100622,2025-05-23,Japan,117.73
O303234,C101104,2024-07-01,United Kingdom,948.2299999999999
O303235,C100653,2024-05-17,France,183.7
O303236,C100464,2024-01-21,India,295.24
O303237,C100792,2025-04-16,United States,674.9
O303238,C100927,2025-08-15,United Kingdom,311.9
O303239,C100516,2025-01-18,United States,780.89
O303240,C100587,2025-05-13,Sweden,843.53
O303241,C100261,2024-05-23,Australia,1226.7599999999998
O303242,C101037,2024-12-09,South Korea,720.46
O303243,C101040,2024-03-15,Australia,344.28000000000003
O303244,C100209,2025-04-19,Sweden,428.92
O303245,C100415,2025-06-19,United States,656.31
O303246,C100326,2025-04-12,United States,1271.92
O303247,C101107,2025-06-23,India,584.41
O303248,C100078,2024-05-19,United States,5.45
O303249,C100248,2024-03-29,United States,857.26
O303250,C100377,2024-08-17,India,362.37
O303251,C100672,2024-01-14,India,50.88
O303252,C100298,2024-05-27,United States,272.67
O303253,C100643,2024-05-02,United States,1593.91
O303254,C100896,2025-02-20,Japan,87.87
O303255,C100994,2024-07-12,Mexico,258.41999999999996
O303256,C100118,2025-07-19,Italy,647.95
O303257,C100166,2024-04-08,United States,209.86
O303258,C100114,2025-08-15,Brazil,514.34
O303259,C101091,2024-05-29,South Korea,488.3
O303260,C100782,2025-01-05,Canada,231.2
O303261,C100637,2024-01-15,United Kingdom,427.99
O303262,C100949,2024-06-09,India,293.13
O303263,C100703,2025-03-08,India,689.37
O303264,C100282,2025-08-03,South Korea,10.49
O303265,C100612,2025-02-01,Germany,68.45
O303266,C100843,2025-05-13,United States,69.19
O303267,C100043,2024-09-16,India,655.3100000000001
O303268,C100727,2024-03-03,Germany,200.59
O303269,C100596,2024-01-01,India,96.98
O303270,C100083,2024-03-23,United Kingdom,911.6400000000001
O303271,C100316,2025-03-12,United States,522.65
O303272,C100538,2025-01-11,United States,298.42
O303273,C100411,2024-04-20,Germany,28.74
O303274,C100348,2024-06-25,Japan,1054.21
O303275,C100778,2025-06-29,France,792.27
O303276,C100485,2025-02-04,Australia,543.58
O303277,C100597,2025-04-25,Italy,588.22
O303278,C100957,2025-06-20,Canada,257.22
O303279,C100111,2024-08-24,Spain,559.35
O303280,C100431,2025-01-16,Australia,315.59
O303281,C100087,2025-01-11,Netherlands,1842.2
O303282,C101112,2024-03-03,Sweden,882.61
O303283,C100222,2025-02-05,India,398.48
O303284,C100983,2024-11-20,India,2251.73
O303285,C100229,2024-10-03,India,492.34
O303286,C100388,2025-01-07,India,2819.56
O303287,C100729,2025-05-13,United States,1545.19
O303288,C100997,2024-01-23,United States,102.39000000000001
O303289,C100213,2024-08-21,Germany,836.35
O303290,C100255,2024-11-12,United Kingdom,241.62
O303291,C101058,2025-04-05,India,574.96
O303292,C100386,2025-01-08,India,1248.3799999999999
O303293,C100251,2024-12-04,India,1336.74
O303294,C100892,2025-07-30,Italy,211.38
O303295,C100109,2024-04-24,United Kingdom,345.03000000000003
O303296,C101040,2025-02-28,Australia,1093.92
O303297,C101050,2024-03-21,India,331.68
O303298,C101027,2025-05-17,United States,447.13
O303299,C100354,2025-01-02,Netherlands,47.51
O303300,C100137,2024-06-02,India,704.28
O303301,C100510,2025-06-23,United States,1231.1399999999999
O303302,C100401,2024-09-17,United Kingdom,268.31
O303303,C101150,2025-01-05,France,863.3799999999999
O303304,C100758,2025-07-27,Spain,605.77
O303305,C101133,2024-05-13,India,878.4100000000001
O303306,C100901,2025-06-23,Netherlands,8.52
O303307,C100857,2024-06-14,United Kingdom,500.59
O303308,C100134,2024-08-11,United States,529.08
O303309,C100082,2025-03-14,United States,896.8199999999999
O303310,C100055,2024-09-23,India,563.14
O303311,C100712,2025-08-31,Germany,529.63
O303312,C100242,2024-11-29,Canada,141.28
O303313,C101186,2025-01-05,India,1217.6699999999998
O303314,C100159,2024-09-09,United Kingdom,282.12
O303315,C101136,2025-05-30,Japan,873.6800000000001
O303316,C100801,2024-03-10,United States,2132.63
O303317,C100127,2025-04-10,United States,272.21999999999997
O303318,C100070,2024-04-26,United States,854.6199999999999
O303319,C100475,2025-05-03,India,769.54
O303320,C100406,2024-05-14,South Korea,1038.4099999999999
O303321,C100378,2025-08-15,Canada,641.8499999999999
O303322,C100634,2024-09-18,India,129.96
O303323,C100155,2025-05-06,India,656.15
O303324,C100155,2024-01-23,India,60.29
O303325,C100833,2025-06-22,United States,218.76999999999998
O303326,C101188,2025-04-13,Japan,282.24
O303327,C100328,2025-02-12,Germany,336.54
O303328,C101118,2024-05-23,Italy,223.77
O303329,C100413,2024-12-13,Netherlands,403.22
O303330,C100403,2025-06-01,United States,407.52
O303331,C100108,2025-02-21,United Kingdom,76.69
O303332,C100507,2025-02-18,India,828.5300000000001
O303333,C100597,2025-08-10,Italy,926.27
O303334,C100796,2025-02-07,Canada,132.84
O303335,C100189,2025-03-12,France,249.92000000000002
O303336,C100226,2024-08-02,Germany,1605.3
O303337,C100518,2024-10-27,India,437.70000000000005
O303338,C100083,2024-09-17,United Kingdom,1266.37
O303339,C100172,2024-06-09,Germany,580.9300000000001
O303340,C100754,2024-03-20,Japan,617.62
O303341,C101144,2025-06-09,Australia,858.9000000000001
O303342,C100687,2024-09-22,India,669.54
O303343,C100173,2024-10-04,Mexico,776.55
O303344,C101189,2024-10-17,United States,121.10999999999999
O303345,C100626,2025-08-10,United Kingdom,427.43
O303346,C100860,2024-02-14,Brazil,287.75
O303347,C100236,2024-06-22,Brazil,758.59
O303348,C100694,2025-04-14,India,168.23
O303349,C100091,2025-06-23,Japan,730.53
O303350,C100750,2025-03-07,Brazil,126.62
O303351,C100242,2024-06-03,Canada,73.26
O303352,C101091,2024-05-19,South Korea,423.39
O303353,C100065,2025-06-15,Australia,123.09
O303354,C100783,2025-07-13,Sweden,229.89
O303355,C100167,2025-02-07,United States,1474.8899999999999
O303356,C100824,2025-07-23,India,227.99
O303357,C100592,2024-03-13,Japan,398.46
O303358,C101160,2024-05-20,India,612.76
O303359,C100782,2024-02-01,Canada,173.52
O303360,C100446,2024-07-29,India,364.96000000000004
O303361,C100104,2025-01-05,India,769.5400000000001
O303362,C100714,2024-08-23,United States,534.38
O303363,C100529,2024-03-14,Sweden,713.36
O303364,C100063,2025-06-14,United States,188.48
O303365,C100697,2024-09-20,United States,186.15
O303366,C100251,2024-07-10,India,429.98
O303367,C100281,2025-02-17,France,1398.8899999999999
O303368,C100010,2025-04-03,Germany,485.79999999999995
O303369,C100446,2025-03-03,India,440.71
O303370,C100261,2024-04-27,Australia,309.36
O303371,C100086,2025-06-21,India,252.5
O303372,C100521,2025-08-31,United States,22.22
O303373,C100264,2024-11-07,United States,906.22
O303374,C100160,2025-06-12,Australia,649.84
O303375,C100560,2025-08-01,United States,515.86
O303376,C100075,2025-02-16,India,2214.33
O303377,C101188,2024-06-29,Japan,308.8
O303378,C100565,2024-02-01,Japan,163.34
O303379,C101195,2025-07-18,India,556.19
O303380,C101057,2024-09-20,Mexico,171.99
O303381,C101175,2025-06-28,Canada,106.84
O303382,C100651,2025-01-08,United States,521.3299999999999
O303383,C100507,2024-04-07,India,959.1400000000001
O303384,C100863,2025-05-02,India,587.71
O303385,C100096,2024-02-07,Australia,457.32
O303386,C101008,2024-08-08,United Kingdom,768.71
O303387,C100388,2025-02-14,India,148.42
O303388,C100008,2024-03-06,Australia,171.0
O303389,C100285,2024-03-23,India,1149.7399999999998
O303390,C100290,2024-10-30,India,405.9
O303391,C100016,2024-01-25,Australia,469.23999999999995
O303392,C100802,2024-09-26,Sweden,13.97
O303393,C100114,2024-02-21,Brazil,374.28
O303394,C101016,2024-11-29,United States,732.89
O303395,C100543,2025-08-04,Mexico,19.41
O303396,C100861,2024-01-05,Canada,16.65
O303397,C100407,2024-05-15,India,707.72
O303398,C100158,2025-07-26,United States,459.11
O303399,C100216,2024-05-26,Japan,93.9
O303400,C100775,2024-08-02,United States,26.58
O303401,C100859,2025-04-20,India,577.1
O303402,C100321,2024-11-10,Mexico,471.88
O303403,C100428,2025-07-05,Australia,554.2099999999999
O303404,C101134,2024-08-02,Japan,302.58
O303405,C101022,2025-03-14,Brazil,297.98
O303406,C100495,2024-09-13,India,574.7
O303407,C100289,2025-02-21,Spain,345.9
O303408,C100361,2024-05-21,United Kingdom,495.21000000000004
O303409,C100646,2024-03-08,France,552.9
O303410,C100680,2024-07-26,India,399.49
O303411,C100220,2025-05-16,United States,987.8399999999999
O303412,C100079,2024-05-02,India,893.99
O303413,C100594,2024-05-08,Japan,677.97
O303414,C100956,2025-06-17,South Korea,496.31
O303415,C100182,2025-04-10,United Kingdom,1059.28
O303416,C100490,2024-04-24,India,1428.78
O303417,C100193,2025-05-06,United States,2028.1699999999998
O303418,C100290,2025-07-25,India,389.53999999999996
O303419,C100734,2024-01-22,Netherlands,62.6
O303420,C100343,2025-06-22,India,925.57
O303421,C100316,2025-02-09,United States,736.9
O303422,C101194,2024-02-13,South Korea,721.11
O303423,C100206,2025-06-27,Spain,123.4
O303424,C100227,2025-08-05,India,348.46000000000004
O303425,C101115,2025-04-29,Brazil,419.17
